,carat,color,clarity,cut,authentication,price,natural,price_log,shape_cushion,shape_cushion_modified,shape_emerald,shape_heart,shape_marquise,shape_oval,shape_pear,shape_princess,shape_radiant,shape_radient,shape_round
123,0.33,30,20,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
124,0.3,20,30,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
125,0.3,90,20,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
126,0.33,20,50,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
127,0.3,10,40,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
128,0.3,50,20,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
129,0.3,40,20,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
130,0.31,30,20,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
131,0.32,20,70,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
132,0.3,70,10,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
133,0.32,90,10,10,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
134,0.34,80,10,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
135,0.3,50,20,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
136,0.24,50,30,40,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
137,0.3,50,20,10,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
138,0.3,90,20,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
139,0.31,90,20,10,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
140,0.33,80,10,10,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
141,0.36,40,30,20,50,320,20,5.768320995793772,0,0,0,0,0,0,0,0,0,0,1
142,0.3,50,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
143,0.3,50,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
144,0.3,90,10,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
145,0.3,60,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
146,0.3,30,50,10,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
147,0.3,20,50,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
148,0.3,30,50,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
149,0.3,30,50,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
150,0.3,20,50,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
151,0.35,30,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
152,0.3,40,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
153,0.3,40,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
154,0.4,30,10,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
155,0.3,80,10,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
156,0.23,60,60,10,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
157,0.3,30,40,10,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
158,0.31,100,20,10,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
159,0.31,90,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
160,0.37,20,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
161,0.31,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
162,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
163,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
164,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
165,0.31,20,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
166,0.23,50,70,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
167,0.3,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
168,0.3,60,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
169,0.3,50,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
170,0.3,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
171,0.3,40,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
172,0.34,20,70,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
173,0.35,40,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
174,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
175,0.27,70,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
176,0.3,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
177,0.3,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
178,0.3,50,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
179,0.32,20,70,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
180,0.32,20,70,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
181,0.3,30,30,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
182,0.35,10,50,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
183,0.35,10,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
184,0.3,20,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
185,0.3,50,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
186,0.3,50,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
187,0.31,50,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
188,0.3,40,20,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
189,0.3,30,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
190,0.3,30,30,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
191,0.3,30,50,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
192,0.37,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
193,0.32,20,70,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
194,0.31,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
195,0.23,60,60,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
196,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
197,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
198,0.3,50,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
199,0.3,40,20,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
200,0.3,30,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
201,0.35,30,30,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
202,0.34,40,30,20,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
203,0.24,60,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
204,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
205,0.3,10,40,40,50,330,20,5.799092654460526,0,0,0,0,0,0,0,0,0,0,1
206,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
207,0.3,80,20,10,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
208,0.3,40,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
209,0.3,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
210,0.3,30,50,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
211,0.31,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
212,0.3,50,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
213,0.3,50,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
214,0.3,30,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
215,0.3,30,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
216,0.36,10,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
217,0.33,10,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
218,0.33,10,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
219,0.3,20,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
220,0.32,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
221,0.31,70,10,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
222,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
223,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
224,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
225,0.3,50,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
226,0.3,40,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
227,0.3,20,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
228,0.3,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
229,0.3,40,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
230,0.34,50,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
231,0.23,60,60,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
232,0.31,50,10,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
233,0.3,40,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
234,0.3,50,30,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
235,0.3,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
236,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
237,0.3,30,40,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
238,0.3,50,30,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
239,0.3,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
240,0.3,30,50,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
241,0.35,10,70,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
242,0.32,90,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
243,0.3,30,50,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
244,0.31,80,20,20,30,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
245,0.34,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
246,0.31,10,40,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
247,0.31,40,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
248,0.3,80,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
249,0.3,80,20,10,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
250,0.31,40,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
251,0.3,40,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
252,0.34,90,10,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
253,0.3,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
254,0.3,40,40,10,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
255,0.3,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
256,0.31,20,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
257,0.3,30,50,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
258,0.3,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
259,0.4,30,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
260,0.31,30,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
261,0.31,20,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
262,0.3,10,70,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
263,0.36,10,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
264,0.3,60,30,10,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
265,0.31,100,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
266,0.33,80,10,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
267,0.37,50,10,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
268,0.3,40,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
269,0.3,50,20,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
270,0.3,30,50,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
271,0.2,80,60,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
272,0.32,10,30,40,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
273,0.32,90,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
274,0.34,50,20,20,50,340,20,5.8289456176102075,0,0,0,0,0,0,0,0,0,0,1
275,0.3,50,20,20,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
276,0.3,40,20,40,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
277,0.3,50,20,20,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
278,0.3,40,20,40,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
279,0.3,10,60,40,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
280,0.35,80,20,20,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
281,0.3,50,20,20,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
282,0.37,10,30,40,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
283,0.42,50,10,10,50,350,20,5.857933154483459,0,0,0,0,0,0,0,0,0,0,1
